MeterID,MeterGeoLocation,Timestamp,MeterUp,MeterDown,MeterMake,MeterModel,Latitude,Longitude
MTR003,"Sector 2, Dallas",2024-11-11 04:07:00,1147,748,MakeA,ModelY,32.793089495318625,-96.76534984882963
MTR077,"Sector 7, Dallas",2024-11-06 01:10:00,1916,551,MakeC,ModelX,32.78725650633369,-96.75795698978291
MTR074,"Sector 4, Dallas",2024-11-16 15:18:00,1315,800,MakeA,ModelX,32.74946309819401,-96.81324583225218
MTR096,"Sector 2, Dallas",2024-11-02 11:58:00,1431,507,MakeA,ModelZ,32.81295944289374,-96.77379488931204
MTR062,"Sector 2, Dallas",2024-11-04 20:01:00,1016,558,MakeA,ModelY,32.79565376710704,-96.77639840238027
MTR094,"Sector 17, Dallas",2024-11-08 22:43:00,1842,759,MakeC,ModelZ,32.77361762719756,-96.80635841408089
MTR090,"Sector 8, Dallas",2024-11-12 13:37:00,1001,788,MakeB,ModelZ,32.82315518707424,-96.74942721642043
MTR007,"Sector 20, Dallas",2024-11-01 16:12:00,1237,503,MakeA,ModelY,32.72747185428145,-96.7616406290791
MTR090,"Sector 12, Dallas",2024-11-05 13:49:00,1730,681,MakeC,ModelZ,32.74356667316346,-96.78125900475098
MTR050,"Sector 8, Dallas",2024-11-15 18:53:00,1104,510,MakeB,ModelX,32.7784183932156,-96.77208935599518
MTR097,"Sector 2, Dallas",2024-11-23 22:08:00,1808,550,MakeC,ModelZ,32.762552842454355,-96.78572716116228
MTR055,"Sector 6, Dallas",2024-11-10 09:56:00,1838,701,MakeC,ModelX,32.78828092299326,-96.83562473284174
MTR084,"Sector 14, Dallas",2024-11-16 09:39:00,1924,725,MakeA,ModelZ,32.77187319916673,-96.79806597396221
MTR093,"Sector 1, Dallas",2024-11-15 15:55:00,1286,636,MakeB,ModelX,32.79874155361003,-96.80264915412613
MTR086,"Sector 15, Dallas",2024-11-13 16:44:00,1967,652,MakeB,ModelX,32.776059203213634,-96.82885121845098
MTR026,"Sector 2, Dallas",2024-11-15 05:29:00,1713,671,MakeC,ModelZ,32.77420564935049,-96.80540965891826
MTR012,"Sector 19, Dallas",2024-11-27 06:41:00,1139,643,MakeC,ModelY,32.7327868802488,-96.79207462892224
MTR037,"Sector 6, Dallas",2024-11-19 15:40:00,1569,534,MakeC,ModelZ,32.81767887269138,-96.75845195762504
MTR031,"Sector 8, Dallas",2024-11-09 17:27:00,1089,511,MakeA,ModelZ,32.75590640587018,-96.79418430074844
MTR062,"Sector 13, Dallas",2024-11-08 16:38:00,1971,592,MakeB,ModelZ,32.7410962782416,-96.79889192011072
MTR042,"Sector 3, Dallas",2024-11-02 03:23:00,1572,752,MakeB,ModelX,32.7757666771564,-96.82695635326141
MTR019,"Sector 5, Dallas",2024-11-26 13:56:00,1497,688,MakeB,ModelZ,32.79202816511742,-96.76296185056884
MTR044,"Sector 4, Dallas",2024-11-09 05:40:00,1444,501,MakeB,ModelX,32.82189037573963,-96.83538194369504
MTR055,"Sector 19, Dallas",2024-11-06 08:05:00,1050,714,MakeC,ModelZ,32.7302163613399,-96.79936392664068
MTR074,"Sector 7, Dallas",2024-11-09 01:56:00,1191,647,MakeA,ModelX,32.80110152602874,-96.80008087722629
MTR032,"Sector 1, Dallas",2024-11-01 02:24:00,1259,567,MakeC,ModelY,32.749256231621764,-96.78148234067302
MTR028,"Sector 14, Dallas",2024-11-05 13:03:00,1172,624,MakeA,ModelZ,32.80436203652178,-96.75720327429345
MTR064,"Sector 10, Dallas",2024-11-10 22:27:00,1884,684,MakeC,ModelZ,32.78115546796854,-96.74728975379756
MTR071,"Sector 4, Dallas",2024-11-11 06:56:00,1153,680,MakeA,ModelZ,32.7783975713878,-96.7920218607306
MTR027,"Sector 14, Dallas",2024-11-02 08:52:00,1208,673,MakeB,ModelX,32.77234540475611,-96.84293782258668
MTR046,"Sector 20, Dallas",2024-11-23 19:34:00,1237,760,MakeC,ModelX,32.81111060711248,-96.83434129024603
MTR043,"Sector 7, Dallas",2024-11-23 01:07:00,1441,570,MakeB,ModelY,32.81172396951209,-96.75311203822194
MTR081,"Sector 7, Dallas",2024-11-15 03:25:00,1414,648,MakeC,ModelX,32.81308188908587,-96.76849332628454
MTR020,"Sector 17, Dallas",2024-11-07 01:48:00,1955,510,MakeA,ModelY,32.748937478766614,-96.7702502374814
MTR094,"Sector 15, Dallas",2024-11-03 19:11:00,2000,714,MakeA,ModelZ,32.81498207854522,-96.82082699107538
MTR094,"Sector 6, Dallas",2024-11-29 00:30:00,1475,548,MakeC,ModelY,32.80015192601339,-96.76099955715142
MTR029,"Sector 14, Dallas",2024-11-17 06:25:00,1441,652,MakeA,ModelY,32.74351370665532,-96.76888813160876
MTR087,"Sector 18, Dallas",2024-11-20 05:50:00,1823,640,MakeB,ModelY,32.78300074384669,-96.84311775585603
MTR040,"Sector 8, Dallas",2024-11-27 09:08:00,1228,611,MakeA,ModelZ,32.79336253290899,-96.7734165916716
MTR069,"Sector 7, Dallas",2024-11-14 13:15:00,1025,525,MakeA,ModelZ,32.77806499400391,-96.76412473247035
MTR028,"Sector 9, Dallas",2024-11-23 07:12:00,1527,723,MakeA,ModelZ,32.72815436644516,-96.77170222446107
MTR087,"Sector 9, Dallas",2024-11-28 19:34:00,1690,712,MakeC,ModelZ,32.81502093480275,-96.81561773808352
MTR026,"Sector 7, Dallas",2024-11-18 00:33:00,1665,761,MakeC,ModelX,32.80102562191002,-96.82433383323297
MTR023,"Sector 19, Dallas",2024-11-06 13:31:00,1685,587,MakeA,ModelZ,32.73106776814995,-96.7709461510734
MTR085,"Sector 8, Dallas",2024-11-03 23:03:00,1436,563,MakeA,ModelY,32.811075656501764,-96.83227872835269
MTR055,"Sector 19, Dallas",2024-11-22 17:49:00,1497,713,MakeA,ModelZ,32.7651120505296,-96.7596265439798
MTR039,"Sector 6, Dallas",2024-11-23 08:06:00,1056,761,MakeC,ModelX,32.757867374667825,-96.75783882497039
MTR042,"Sector 9, Dallas",2024-11-06 05:46:00,1484,517,MakeA,ModelY,32.770101732304134,-96.83761511417951
MTR059,"Sector 2, Dallas",2024-11-11 03:10:00,1978,536,MakeC,ModelX,32.75348980602678,-96.83748976852658
MTR020,"Sector 19, Dallas",2024-11-02 01:25:00,1560,504,MakeA,ModelX,32.768989531664644,-96.81730699714485
MTR063,"Sector 9, Dallas",2024-11-28 23:13:00,1131,740,MakeA,ModelX,32.75560244736511,-96.79593682439062
MTR021,"Sector 4, Dallas",2024-11-24 00:26:00,1522,687,MakeC,ModelX,32.797631628953575,-96.74758953706774
MTR019,"Sector 13, Dallas",2024-11-07 23:53:00,1326,660,MakeB,ModelX,32.816839524612035,-96.7764318685716
MTR064,"Sector 15, Dallas",2024-11-12 05:03:00,1117,689,MakeC,ModelY,32.77997550523799,-96.77873133732422
MTR004,"Sector 18, Dallas",2024-11-10 05:23:00,1708,583,MakeA,ModelZ,32.80585940999292,-96.81131563387387
MTR085,"Sector 13, Dallas",2024-11-09 05:31:00,1538,522,MakeA,ModelZ,32.790277441714125,-96.77894352416014
MTR040,"Sector 19, Dallas",2024-11-19 01:23:00,1407,676,MakeB,ModelX,32.759875863083785,-96.832984942774
MTR063,"Sector 8, Dallas",2024-11-23 05:29:00,1187,684,MakeC,ModelZ,32.74640386550003,-96.84052542815142
MTR081,"Sector 4, Dallas",2024-11-01 13:50:00,1277,746,MakeA,ModelZ,32.78882038528749,-96.80163065797248
MTR062,"Sector 3, Dallas",2024-11-16 15:50:00,1822,602,MakeB,ModelZ,32.750825544158175,-96.77311239601111
MTR058,"Sector 17, Dallas",2024-11-02 16:47:00,1328,664,MakeC,ModelY,32.760775515148964,-96.76944353570264
MTR022,"Sector 4, Dallas",2024-11-19 02:51:00,1391,789,MakeA,ModelX,32.79705646874237,-96.74773708009657
MTR024,"Sector 8, Dallas",2024-11-02 11:04:00,1041,510,MakeA,ModelX,32.75656932698901,-96.77488122242289
MTR017,"Sector 10, Dallas",2024-11-10 17:57:00,1118,752,MakeC,ModelY,32.771551748387644,-96.79512584032182
MTR015,"Sector 6, Dallas",2024-11-11 10:52:00,1593,785,MakeB,ModelX,32.80162848557701,-96.74884817863831
MTR003,"Sector 20, Dallas",2024-11-22 20:56:00,1673,753,MakeB,ModelY,32.760275131367564,-96.77616091855107
MTR004,"Sector 14, Dallas",2024-11-25 05:15:00,1134,632,MakeA,ModelY,32.806010246372566,-96.82814629150661
MTR083,"Sector 13, Dallas",2024-11-20 05:40:00,1419,797,MakeB,ModelZ,32.775871870118685,-96.75170086667414
MTR096,"Sector 3, Dallas",2024-11-23 06:31:00,1194,745,MakeC,ModelX,32.79097179803238,-96.77908342583424
MTR015,"Sector 20, Dallas",2024-11-20 03:50:00,1289,797,MakeA,ModelZ,32.75575817386332,-96.81703697077712
MTR091,"Sector 9, Dallas",2024-11-25 16:43:00,1484,594,MakeC,ModelZ,32.81302573784603,-96.8044706621788
MTR042,"Sector 8, Dallas",2024-11-25 06:37:00,1594,719,MakeB,ModelZ,32.815159024701195,-96.83409346066625
MTR015,"Sector 15, Dallas",2024-11-05 11:14:00,1656,507,MakeA,ModelZ,32.798587045479465,-96.80215261376502
MTR055,"Sector 17, Dallas",2024-11-07 16:28:00,1959,726,MakeC,ModelZ,32.812829441032136,-96.75551647426794
MTR051,"Sector 4, Dallas",2024-11-24 07:29:00,1039,592,MakeC,ModelX,32.7810487567382,-96.80365528212783
MTR018,"Sector 19, Dallas",2024-11-03 00:08:00,1768,657,MakeC,ModelZ,32.7894263814934,-96.78088837392876
MTR092,"Sector 5, Dallas",2024-11-05 15:01:00,1414,547,MakeC,ModelY,32.79354966203967,-96.76233006925744
MTR022,"Sector 7, Dallas",2024-11-24 19:07:00,1149,660,MakeB,ModelZ,32.744877498816386,-96.79692641919925
MTR028,"Sector 9, Dallas",2024-11-06 22:11:00,1969,739,MakeC,ModelX,32.80269300918135,-96.79968445751659
MTR021,"Sector 6, Dallas",2024-11-21 22:05:00,1354,637,MakeA,ModelZ,32.80538562493785,-96.76866342114833
MTR083,"Sector 4, Dallas",2024-11-23 11:00:00,1717,644,MakeA,ModelY,32.77606123998596,-96.74859855859094
MTR057,"Sector 4, Dallas",2024-11-20 05:42:00,1334,731,MakeC,ModelX,32.75536646710391,-96.77310710317809
MTR010,"Sector 13, Dallas",2024-11-20 20:48:00,1428,712,MakeB,ModelY,32.747860206901954,-96.76332640150531
MTR068,"Sector 7, Dallas",2024-11-18 17:31:00,1560,767,MakeA,ModelX,32.78880730237067,-96.77140740365935
MTR079,"Sector 16, Dallas",2024-11-25 06:47:00,1350,610,MakeA,ModelX,32.735712549615364,-96.75610715643958
MTR036,"Sector 9, Dallas",2024-11-01 08:56:00,1037,615,MakeC,ModelZ,32.747082921134364,-96.79754032644583
MTR046,"Sector 18, Dallas",2024-11-12 06:15:00,1381,641,MakeA,ModelY,32.80074136775841,-96.79643081789108
MTR052,"Sector 5, Dallas",2024-11-08 08:57:00,1370,689,MakeC,ModelY,32.77930470282559,-96.76763747932506
MTR042,"Sector 5, Dallas",2024-11-15 03:42:00,1991,599,MakeC,ModelY,32.79474579464782,-96.82796567537052
MTR098,"Sector 18, Dallas",2024-11-27 20:00:00,1803,784,MakeC,ModelX,32.733963480749395,-96.82015109848241
MTR046,"Sector 11, Dallas",2024-11-25 20:04:00,1656,555,MakeB,ModelY,32.82338569458305,-96.76440387018674
MTR009,"Sector 17, Dallas",2024-11-30 14:17:00,1572,566,MakeA,ModelZ,32.79543110283813,-96.79057519884915
MTR062,"Sector 1, Dallas",2024-11-17 04:15:00,1257,552,MakeA,ModelZ,32.80062903792895,-96.793169953965
MTR092,"Sector 19, Dallas",2024-11-26 09:57:00,1187,517,MakeB,ModelZ,32.75151592317275,-96.76188730754161
MTR030,"Sector 2, Dallas",2024-11-05 02:38:00,1278,601,MakeB,ModelX,32.7563508582246,-96.79296932504634
MTR020,"Sector 8, Dallas",2024-11-29 12:37:00,1733,740,MakeB,ModelY,32.82232420381828,-96.80178911405035
MTR052,"Sector 12, Dallas",2024-11-24 20:17:00,1500,699,MakeA,ModelZ,32.731241511773874,-96.77200676606824
MTR008,"Sector 20, Dallas",2024-11-14 22:14:00,1929,789,MakeC,ModelY,32.73924989286631,-96.79843873452485
MTR100,"Sector 15, Dallas",2024-11-29 01:21:00,1791,568,MakeB,ModelX,32.735604517332376,-96.80473055237121
MTR057,"Sector 17, Dallas",2024-11-04 00:48:00,1828,556,MakeC,ModelY,32.802673700557754,-96.78991935929484
MTR023,"Sector 10, Dallas",2024-11-04 08:57:00,1431,543,MakeB,ModelX,32.72687412118329,-96.79129070978458
MTR091,"Sector 15, Dallas",2024-11-05 03:17:00,1520,751,MakeB,ModelX,32.74427198634707,-96.82705183042299
MTR061,"Sector 13, Dallas",2024-11-13 06:28:00,1719,783,MakeB,ModelZ,32.77297350629724,-96.8070364146466
MTR090,"Sector 12, Dallas",2024-11-14 00:37:00,1894,754,MakeB,ModelX,32.77593668374634,-96.75668711422736
MTR098,"Sector 15, Dallas",2024-11-15 05:25:00,1188,638,MakeC,ModelX,32.731614336714884,-96.75586274903984
MTR038,"Sector 15, Dallas",2024-11-08 15:23:00,1119,646,MakeB,ModelY,32.81893276029022,-96.77860547288181
MTR053,"Sector 4, Dallas",2024-11-26 09:05:00,1735,578,MakeA,ModelY,32.783631212997335,-96.77801170869016
MTR061,"Sector 15, Dallas",2024-11-11 12:53:00,1807,658,MakeB,ModelY,32.74728820110787,-96.75988900897865
MTR021,"Sector 4, Dallas",2024-11-20 14:38:00,1343,765,MakeA,ModelY,32.751158691589495,-96.77327260989925
MTR006,"Sector 16, Dallas",2024-11-25 22:25:00,1881,609,MakeC,ModelX,32.729706662158,-96.8417492886293
MTR015,"Sector 7, Dallas",2024-11-03 19:16:00,1381,580,MakeC,ModelZ,32.78241899651676,-96.80124402080348
MTR034,"Sector 15, Dallas",2024-11-28 19:41:00,1322,511,MakeC,ModelX,32.808374423990315,-96.80581020084108
MTR012,"Sector 4, Dallas",2024-11-17 19:18:00,1457,777,MakeA,ModelX,32.78901843339238,-96.77459313419487
MTR078,"Sector 19, Dallas",2024-11-14 14:23:00,1437,575,MakeB,ModelZ,32.78405484005698,-96.78325653427812
MTR044,"Sector 11, Dallas",2024-11-19 15:28:00,1166,740,MakeB,ModelZ,32.75424233122771,-96.8467934001693
MTR083,"Sector 17, Dallas",2024-11-06 16:30:00,1258,631,MakeC,ModelY,32.7678717030573,-96.8338801932942
MTR038,"Sector 19, Dallas",2024-11-17 08:16:00,1944,645,MakeC,ModelX,32.76572730163657,-96.77113755251037
MTR045,"Sector 13, Dallas",2024-11-20 05:18:00,1568,705,MakeC,ModelX,32.78060362235383,-96.82992763784641
MTR051,"Sector 7, Dallas",2024-11-21 04:13:00,1044,565,MakeB,ModelX,32.821635901601994,-96.79006263593098
MTR001,"Sector 11, Dallas",2024-11-08 10:45:00,1747,523,MakeC,ModelZ,32.73561409530098,-96.7974339830834
MTR049,"Sector 13, Dallas",2024-11-14 01:23:00,1874,699,MakeC,ModelY,32.80709174573856,-96.74966869318737
MTR007,"Sector 4, Dallas",2024-11-28 22:30:00,1687,717,MakeC,ModelX,32.74912455124466,-96.75037354424113
MTR078,"Sector 2, Dallas",2024-11-13 03:52:00,1397,555,MakeA,ModelZ,32.73933313538996,-96.76062560444312
MTR088,"Sector 13, Dallas",2024-11-09 09:37:00,1777,533,MakeA,ModelX,32.80095488363021,-96.75168183725533
MTR037,"Sector 4, Dallas",2024-11-06 00:34:00,1577,515,MakeB,ModelX,32.748056065085194,-96.84073636292649
MTR015,"Sector 17, Dallas",2024-11-19 19:58:00,1539,740,MakeB,ModelX,32.774841968233204,-96.75397519593825
MTR021,"Sector 18, Dallas",2024-11-23 12:47:00,1930,782,MakeC,ModelX,32.82032444025966,-96.75477801704912
MTR004,"Sector 1, Dallas",2024-11-27 10:25:00,1191,687,MakeA,ModelY,32.808202170030846,-96.80404763971917
MTR079,"Sector 10, Dallas",2024-11-06 18:35:00,1322,781,MakeA,ModelX,32.81275672777796,-96.83731061385166
MTR071,"Sector 14, Dallas",2024-11-18 13:44:00,1979,619,MakeA,ModelX,32.793794128741006,-96.80984432778098
MTR089,"Sector 6, Dallas",2024-11-29 16:24:00,1546,628,MakeA,ModelZ,32.7577098904121,-96.78121780782995
MTR034,"Sector 16, Dallas",2024-11-29 00:28:00,1573,514,MakeA,ModelZ,32.767469785181746,-96.83292907270435
MTR013,"Sector 1, Dallas",2024-11-29 07:09:00,1064,591,MakeB,ModelY,32.77807254763181,-96.77590327524456
MTR004,"Sector 10, Dallas",2024-11-07 03:42:00,1091,740,MakeC,ModelX,32.730839353552085,-96.75799176119958
MTR031,"Sector 18, Dallas",2024-11-18 06:09:00,1789,725,MakeC,ModelX,32.79324792618594,-96.8450604320504
MTR093,"Sector 4, Dallas",2024-11-08 07:00:00,1919,753,MakeC,ModelY,32.812418497353114,-96.76610873040848
MTR062,"Sector 16, Dallas",2024-11-04 10:22:00,1504,641,MakeA,ModelX,32.748085693372,-96.84016116561874
MTR058,"Sector 5, Dallas",2024-11-15 14:11:00,1125,522,MakeA,ModelY,32.79394210054426,-96.8024877874609
MTR069,"Sector 10, Dallas",2024-11-06 07:14:00,1597,690,MakeA,ModelZ,32.758150183820106,-96.79565035261471
MTR006,"Sector 5, Dallas",2024-11-24 10:21:00,1276,633,MakeC,ModelZ,32.8124977120908,-96.80917910779021
MTR056,"Sector 4, Dallas",2024-11-27 10:22:00,1807,683,MakeB,ModelY,32.74817239839251,-96.83396043723133
MTR089,"Sector 17, Dallas",2024-11-18 14:18:00,1997,513,MakeA,ModelX,32.80350169943964,-96.8129289492747
MTR067,"Sector 13, Dallas",2024-11-15 09:06:00,1364,762,MakeB,ModelZ,32.72704088808072,-96.74757029759678
MTR038,"Sector 1, Dallas",2024-11-11 07:21:00,1327,784,MakeB,ModelX,32.7564545778392,-96.84660918345216
MTR076,"Sector 3, Dallas",2024-11-21 12:39:00,1224,598,MakeB,ModelY,32.74405403698481,-96.75733567232412
MTR031,"Sector 6, Dallas",2024-11-02 01:14:00,1453,648,MakeA,ModelY,32.750724975776755,-96.80483946153036
MTR038,"Sector 8, Dallas",2024-11-10 05:06:00,1255,550,MakeA,ModelY,32.77164937712183,-96.81780575607347
MTR049,"Sector 2, Dallas",2024-11-12 23:11:00,1416,544,MakeB,ModelX,32.77223111328863,-96.74762769133568
MTR061,"Sector 13, Dallas",2024-11-24 07:59:00,1226,618,MakeC,ModelZ,32.76251944259083,-96.74985808752847
MTR100,"Sector 16, Dallas",2024-11-25 16:46:00,1559,594,MakeC,ModelX,32.73126411948756,-96.76489416315376
MTR011,"Sector 4, Dallas",2024-11-02 06:12:00,1088,526,MakeA,ModelY,32.78966989436268,-96.7929101825113
MTR074,"Sector 2, Dallas",2024-11-26 08:01:00,1790,631,MakeC,ModelX,32.75304270617284,-96.75825903116645
MTR058,"Sector 18, Dallas",2024-11-01 03:16:00,1426,640,MakeA,ModelZ,32.80852224323296,-96.75214865570648
MTR083,"Sector 3, Dallas",2024-11-16 11:46:00,1910,787,MakeC,ModelY,32.79273456875595,-96.83536571135154
MTR032,"Sector 19, Dallas",2024-11-08 17:21:00,1007,748,MakeC,ModelZ,32.7653472800171,-96.78449325344297
MTR100,"Sector 2, Dallas",2024-11-30 13:47:00,1528,733,MakeB,ModelX,32.7629915528761,-96.84006718673605
MTR041,"Sector 4, Dallas",2024-11-09 02:32:00,1158,707,MakeC,ModelY,32.75944558023421,-96.80320990173455
MTR057,"Sector 2, Dallas",2024-11-29 03:05:00,1084,766,MakeA,ModelX,32.74818174509229,-96.832821944842
MTR075,"Sector 19, Dallas",2024-11-29 06:12:00,1630,647,MakeB,ModelX,32.77980092781588,-96.8057752150212
MTR034,"Sector 16, Dallas",2024-11-01 15:41:00,1444,669,MakeC,ModelX,32.767198911143346,-96.82426273195361
MTR046,"Sector 8, Dallas",2024-11-14 03:26:00,1447,558,MakeA,ModelX,32.75871420985435,-96.821559846829
MTR015,"Sector 8, Dallas",2024-11-05 07:56:00,1065,694,MakeC,ModelZ,32.73718207770222,-96.76386611946874
MTR071,"Sector 15, Dallas",2024-11-27 13:02:00,1310,563,MakeA,ModelY,32.8119990463119,-96.75831605528498
MTR002,"Sector 2, Dallas",2024-11-25 04:19:00,1325,654,MakeC,ModelY,32.79086398624067,-96.84444703735207
MTR042,"Sector 15, Dallas",2024-11-21 06:13:00,1722,630,MakeA,ModelZ,32.7702787543004,-96.79342498535749
MTR007,"Sector 5, Dallas",2024-11-20 15:30:00,1633,504,MakeB,ModelY,32.77052679599858,-96.83332818965475
MTR085,"Sector 14, Dallas",2024-11-24 16:36:00,1854,635,MakeC,ModelY,32.816073632292095,-96.78377557317104
MTR007,"Sector 20, Dallas",2024-11-08 03:40:00,1076,680,MakeC,ModelZ,32.77040553376774,-96.84038811772727
MTR008,"Sector 14, Dallas",2024-11-23 21:01:00,1789,586,MakeB,ModelX,32.73163021220224,-96.83562878438404
MTR024,"Sector 10, Dallas",2024-11-17 21:21:00,1678,719,MakeC,ModelY,32.81476832426391,-96.81792232996321
MTR030,"Sector 7, Dallas",2024-11-04 09:51:00,1476,552,MakeB,ModelZ,32.730566729379845,-96.79203546769752
MTR001,"Sector 15, Dallas",2024-11-24 04:29:00,1381,748,MakeC,ModelX,32.73108898780451,-96.77161283879285
MTR067,"Sector 15, Dallas",2024-11-11 02:07:00,1077,672,MakeB,ModelZ,32.736732046496975,-96.78513512650481
MTR043,"Sector 3, Dallas",2024-11-02 07:52:00,1422,644,MakeC,ModelZ,32.818052322709526,-96.75659597968655
MTR091,"Sector 8, Dallas",2024-11-02 06:11:00,1799,643,MakeB,ModelX,32.81221327738016,-96.78421392216889
MTR067,"Sector 10, Dallas",2024-11-17 12:45:00,1916,540,MakeB,ModelX,32.755590855026384,-96.823603379894
MTR078,"Sector 14, Dallas",2024-11-22 13:33:00,1692,539,MakeB,ModelZ,32.81993459393277,-96.83294392637329
MTR048,"Sector 16, Dallas",2024-11-16 04:12:00,1498,712,MakeC,ModelX,32.79514665205994,-96.76702824129588
MTR035,"Sector 6, Dallas",2024-11-17 05:06:00,1366,743,MakeC,ModelX,32.77518229354069,-96.83346394676303
MTR064,"Sector 6, Dallas",2024-11-12 20:12:00,1532,575,MakeB,ModelX,32.76040936665895,-96.75395201728568
MTR099,"Sector 20, Dallas",2024-11-17 00:14:00,1461,753,MakeA,ModelY,32.76958385489467,-96.75545853627261
MTR028,"Sector 15, Dallas",2024-11-21 07:02:00,1774,606,MakeB,ModelX,32.808099017822286,-96.75989757919429
MTR003,"Sector 6, Dallas",2024-11-04 14:35:00,1561,774,MakeB,ModelX,32.75109672725779,-96.7608305140041
MTR064,"Sector 13, Dallas",2024-11-15 05:18:00,1495,763,MakeB,ModelY,32.74733619103409,-96.77857542675638
MTR080,"Sector 15, Dallas",2024-11-22 16:54:00,1624,506,MakeB,ModelZ,32.782655176419354,-96.79695800374066
MTR040,"Sector 13, Dallas",2024-11-11 12:28:00,1190,789,MakeC,ModelX,32.81733675473682,-96.7628821075929
MTR100,"Sector 8, Dallas",2024-11-30 23:31:00,1055,724,MakeC,ModelX,32.73794121861844,-96.80213225451126
MTR073,"Sector 16, Dallas",2024-11-22 13:55:00,1586,524,MakeC,ModelZ,32.728001348528856,-96.81187118554774
MTR082,"Sector 18, Dallas",2024-11-13 13:12:00,1847,745,MakeA,ModelZ,32.757990932273955,-96.84085443679112
MTR038,"Sector 7, Dallas",2024-11-11 15:05:00,1482,693,MakeC,ModelX,32.72727911929394,-96.75632595276879
MTR041,"Sector 2, Dallas",2024-11-11 10:26:00,1413,645,MakeB,ModelX,32.740865339263884,-96.79445580332508
MTR088,"Sector 19, Dallas",2024-11-05 20:19:00,1688,630,MakeB,ModelX,32.77034151491889,-96.7635438720486
MTR069,"Sector 17, Dallas",2024-11-21 11:15:00,1925,755,MakeB,ModelZ,32.81260109617138,-96.8150481363531
MTR096,"Sector 1, Dallas",2024-11-16 04:07:00,1980,761,MakeB,ModelX,32.73629895258549,-96.74789475143565
MTR074,"Sector 5, Dallas",2024-11-04 10:37:00,1106,780,MakeC,ModelZ,32.78087314707611,-96.84273658790663
MTR085,"Sector 19, Dallas",2024-11-20 07:34:00,1065,501,MakeC,ModelX,32.73591493760067,-96.78568863940177
MTR019,"Sector 12, Dallas",2024-11-18 15:33:00,1227,561,MakeA,ModelZ,32.79299965502843,-96.8448271700126
MTR016,"Sector 16, Dallas",2024-11-28 11:26:00,1213,720,MakeB,ModelY,32.75453013358772,-96.82538805453558
MTR002,"Sector 6, Dallas",2024-11-05 07:58:00,1317,659,MakeC,ModelX,32.773882276431976,-96.7592568762117
MTR020,"Sector 12, Dallas",2024-11-30 18:57:00,1380,715,MakeB,ModelX,32.798853633137114,-96.80570201125666
MTR025,"Sector 1, Dallas",2024-11-30 04:40:00,1914,655,MakeB,ModelX,32.76938698423465,-96.84172794117569
MTR060,"Sector 16, Dallas",2024-11-08 18:49:00,1879,534,MakeB,ModelX,32.74011791253941,-96.79687842081195
MTR013,"Sector 12, Dallas",2024-11-08 23:08:00,1194,511,MakeB,ModelZ,32.73465403266046,-96.796337376254
MTR020,"Sector 2, Dallas",2024-11-02 08:41:00,1811,669,MakeA,ModelY,32.81642915705012,-96.80698551870665
MTR056,"Sector 19, Dallas",2024-11-10 16:33:00,1677,776,MakeA,ModelY,32.743486705881715,-96.84465194225908
MTR030,"Sector 10, Dallas",2024-11-12 05:01:00,1878,729,MakeC,ModelY,32.821301774535186,-96.8301920336467
MTR084,"Sector 9, Dallas",2024-11-25 18:41:00,1591,719,MakeC,ModelZ,32.77394582074198,-96.83586272505723
MTR055,"Sector 20, Dallas",2024-11-16 02:53:00,1277,546,MakeA,ModelY,32.81656244716368,-96.84695290598671
MTR061,"Sector 12, Dallas",2024-11-22 03:03:00,1329,661,MakeB,ModelX,32.770759305186346,-96.83121512179216
MTR030,"Sector 15, Dallas",2024-11-11 11:48:00,1744,608,MakeB,ModelY,32.77571707038502,-96.77467591998034
MTR014,"Sector 12, Dallas",2024-11-12 01:23:00,1992,671,MakeA,ModelY,32.81773311929302,-96.83447580775133
MTR069,"Sector 11, Dallas",2024-11-30 03:48:00,1869,514,MakeA,ModelX,32.77906330901568,-96.82864445731526
MTR030,"Sector 13, Dallas",2024-11-14 04:14:00,1134,762,MakeB,ModelZ,32.73394899712369,-96.83501835840616
MTR093,"Sector 13, Dallas",2024-11-16 18:11:00,1915,729,MakeC,ModelY,32.748029664807156,-96.77187505851788
MTR070,"Sector 5, Dallas",2024-11-05 03:20:00,1181,656,MakeC,ModelX,32.754745997732854,-96.83183933027804
MTR095,"Sector 6, Dallas",2024-11-10 06:17:00,1481,666,MakeB,ModelZ,32.73204559902156,-96.83823250528329
MTR078,"Sector 16, Dallas",2024-11-24 15:01:00,1678,757,MakeB,ModelY,32.80263331791494,-96.7784085707084
MTR010,"Sector 7, Dallas",2024-11-18 23:13:00,1181,595,MakeB,ModelZ,32.82064417072698,-96.76858694504905
MTR051,"Sector 13, Dallas",2024-11-16 22:23:00,1570,588,MakeC,ModelZ,32.806140508595725,-96.75123238705389
MTR018,"Sector 12, Dallas",2024-11-23 12:30:00,1575,626,MakeB,ModelY,32.76408315918042,-96.76400597781752
MTR097,"Sector 1, Dallas",2024-11-26 13:58:00,1156,592,MakeB,ModelY,32.734349058552915,-96.77225774015325
MTR046,"Sector 16, Dallas",2024-11-04 22:27:00,1287,730,MakeC,ModelY,32.76574431733888,-96.83660100988172
MTR069,"Sector 12, Dallas",2024-11-20 22:49:00,1531,650,MakeB,ModelZ,32.748281267053336,-96.81669081443202
